Designator,Footprint,Quantity,Value,LCSC Part #
J1,HARWIN_M300-MV30645M1,1,M300-MV30645M1,
"J2, J3",CONN_1803277_PXC,2,1803277,
J4,CONN8_1894820_PXC,1,1894820,
"J5, J6",1881451,2,1881451,
J7,CONN_1881448_PXC,1,1881448,
